#{"t_start": 1768206246.7971556, "env_id": "None"}
r,l,t
0.0,1,394.829167
0.0,1,394.829187
0.0,1,394.829207
0.0,1,394.829226
0.0,1,395.255156
0.0,1,395.255219
0.0,1,395.255244
0.0,1,395.255266
0.0,1,395.255286
0.0,1,395.255306
0.0,1,395.255326
0.0,1,395.255347
0.0,1,395.437784
0.0,1,395.437837
0.0,1,395.437859
0.0,1,395.43788
0.0,1,395.437901
0.0,1,395.437922
0.0,1,395.437942
0.0,1,395.437962
0.0,1,395.787423
0.0,1,395.787465
0.0,1,395.787484
0.0,1,395.7875
0.0,1,395.787516
0.0,1,395.787531
0.0,1,395.787546
0.0,1,395.78756
0.0,1,396.234495
0.0,1,396.234553
0.0,1,396.234578
0.0,1,396.234599
0.0,1,396.234624
0.0,1,396.234644
0.0,1,396.234663
0.0,1,396.234684
0.0,1,396.639691
0.0,1,396.639739
0.0,1,396.639758
0.0,1,396.639773
0.0,1,396.639788
0.0,1,396.639803
0.0,1,396.639817
0.0,1,396.639833
0.0,1,396.958976
0.0,1,396.959028
0.0,1,396.959046
0.0,1,396.959063
0.0,1,396.959078
0.0,1,396.959093
0.0,1,396.959108
0.0,1,396.959122
0.0,1,397.236909
0.0,1,397.236974
0.0,1,397.236998
0.0,1,397.237023
0.0,1,397.237043
0.0,1,397.237063
0.0,1,397.237082
0.0,1,397.237103
0.0,1,397.523064
0.0,1,397.523118
0.0,1,397.523144
0.0,1,397.523167
0.0,1,397.523187
0.0,1,397.523207
0.0,1,397.523226
0.0,1,397.523247
0.0,1,397.69012
0.0,1,397.690163
0.0,1,397.690181
0.0,1,397.690197
0.0,1,397.690213
0.0,1,397.690228
0.0,1,397.690242
0.0,1,397.690257
0.0,1,398.015805
0.0,1,398.015855
0.0,1,398.015878
0.0,1,398.015901
0.0,1,398.015922
0.0,1,398.015942
0.0,1,398.015962
0.0,1,398.015981
0.0,1,398.471555
0.0,1,398.471616
0.0,1,398.471639
0.0,1,398.471659
0.0,1,398.471678
0.0,1,398.471699
0.0,1,398.47172
0.0,1,398.47174
0.0,1,398.71231
0.0,1,398.712362
0.0,1,398.712386
0.0,1,398.712407
0.0,1,398.712427
0.0,1,398.712453
0.0,1,398.712472
0.0,1,398.712492
0.0,1,399.160453
0.0,1,399.160507
0.0,1,399.16053
0.0,1,399.160551
0.0,1,399.160571
0.0,1,399.160592
0.0,1,399.160611
0.0,1,399.160631
0.0,1,399.559182
0.0,1,399.559232
0.0,1,399.559252
0.0,1,399.559268
0.0,1,399.559284
0.0,1,399.559299
0.0,1,399.559315
0.0,1,399.55933
0.0,1,399.961929
0.0,1,399.961972
0.0,1,399.96199
0.0,1,399.962006
0.0,1,399.962021
0.0,1,399.962036
0.0,1,399.962051
0.0,1,399.962066
0.0,1,400.274074
0.0,1,400.274124
0.0,1,400.274143
0.0,1,400.274159
0.0,1,400.274175
0.0,1,400.27419
0.0,1,400.274205
0.0,1,400.27422
0.0,1,400.602289
0.0,1,400.602342
0.0,1,400.602361
0.0,1,400.602378
0.0,1,400.602393
0.0,1,400.602408
0.0,1,400.602423
0.0,1,400.602439
0.0,1,400.880548
0.0,1,400.880605
0.0,1,400.880629
0.0,1,400.880651
0.0,1,400.880672
0.0,1,400.880692
0.0,1,400.880712
0.0,1,400.88073
0.0,1,401.350106
0.0,1,401.35015
0.0,1,401.350168
0.0,1,401.350185
0.0,1,401.350201
0.0,1,401.350216
0.0,1,401.350231
0.0,1,401.350246
0.0,1,401.634708
0.0,1,401.634785
0.0,1,401.634809
0.0,1,401.63483
0.0,1,401.634852
0.0,1,401.634873
0.0,1,401.634892
0.0,1,401.634911
0.0,1,401.885664
0.0,1,401.885713
0.0,1,401.885737
0.0,1,401.885759
0.0,1,401.885781
0.0,1,401.885801
0.0,1,401.88582
0.0,1,401.885841
0.0,1,402.284378
0.0,1,402.284422
0.0,1,402.284441
0.0,1,402.284458
0.0,1,402.284473
0.0,1,402.284488
0.0,1,402.284503
0.0,1,402.284518
0.0,1,402.537004
0.0,1,402.537041
0.0,1,402.537065
0.0,1,402.537087
0.0,1,402.537109
0.0,1,402.53713
0.0,1,402.53715
0.0,1,402.53717
0.0,1,402.806231
0.0,1,402.806276
0.0,1,402.806298
0.0,1,402.806318
0.0,1,402.806338
0.0,1,402.806358
0.0,1,402.806377
0.0,1,402.806396
0.0,1,403.566753
0.0,1,403.566805
0.0,1,403.566824
0.0,1,403.566841
0.0,1,403.566856
0.0,1,403.566871
0.0,1,403.566886
0.0,1,403.566908
0.0,1,404.011193
0.0,1,404.011243
0.0,1,404.011263
0.0,1,404.011279
0.0,1,404.011295
0.0,1,404.01131
0.0,1,404.011325
0.0,1,404.011341
0.0,1,404.399806
0.0,1,404.399867
0.0,1,404.399891
0.0,1,404.399912
0.0,1,404.399933
0.0,1,404.399953
0.0,1,404.399973
0.0,1,404.399992
0.0,1,404.84369
0.0,1,404.843756
0.0,1,404.843779
0.0,1,404.8438
0.0,1,404.843819
0.0,1,404.843839
0.0,1,404.843858
0.0,1,404.843877
0.0,1,405.03222
0.0,1,405.032271
0.0,1,405.032296
0.0,1,405.032316
0.0,1,405.032337
0.0,1,405.032357
0.0,1,405.032377
0.0,1,405.032397
0.0,1,405.674532
0.0,1,405.674775
0.0,1,405.674795
0.0,1,405.674812
0.0,1,405.674828
0.0,1,405.674843
0.0,1,405.674858
0.0,1,405.674873
0.0,1,406.13432
0.0,1,406.13436
0.0,1,406.134381
0.0,1,406.134397
0.0,1,406.134413
0.0,1,406.134428
0.0,1,406.134443
0.0,1,406.134458
0.0,1,406.403117
0.0,1,406.403177
0.0,1,406.403201
0.0,1,406.403222
0.0,1,406.403243
0.0,1,406.403262
0.0,1,406.403282
0.0,1,406.403301
0.0,1,406.67856
0.0,1,406.6786
0.0,1,406.678623
0.0,1,406.678639
0.0,1,406.678658
0.0,1,406.678675
0.0,1,406.678693
0.0,1,406.678707
0.0,1,406.943389
0.0,1,406.943444
0.0,1,406.943468
0.0,1,406.943488
0.0,1,406.943508
0.0,1,406.943527
0.0,1,406.943546
0.0,1,406.943566
0.0,1,407.146859
0.0,1,407.146906
0.0,1,407.146925
0.0,1,407.146942
0.0,1,407.146958
0.0,1,407.146973
0.0,1,407.146988
0.0,1,407.147002
0.0,1,407.411201
0.0,1,407.411252
0.0,1,407.411274
0.0,1,407.411294
0.0,1,407.411316
0.0,1,407.411337
0.0,1,407.411356
0.0,1,407.411375
0.0,1,407.748404
0.0,1,407.748474
0.0,1,407.748495
0.0,1,407.748511
0.0,1,407.748527
0.0,1,407.748542
0.0,1,407.748557
0.0,1,407.748572
0.0,1,407.948482
0.0,1,407.948558
0.0,1,407.948581
0.0,1,407.948608
0.0,1,407.948626
0.0,1,407.948644
0.0,1,407.948677
0.0,1,407.9487
0.0,1,408.404397
0.0,1,408.404459
0.0,1,408.404484
0.0,1,408.404506
0.0,1,408.404527
0.0,1,408.404548
0.0,1,408.404568
0.0,1,408.404588
0.0,1,408.988309
0.0,1,408.988362
0.0,1,408.988381
0.0,1,408.988398
0.0,1,408.988414
0.0,1,408.988429
0.0,1,408.988443
0.0,1,408.988458
0.0,1,409.408225
0.0,1,409.408291
0.0,1,409.408315
0.0,1,409.408336
0.0,1,409.408355
0.0,1,409.408376
0.0,1,409.408395
0.0,1,409.408414
0.0,1,409.560304
0.0,1,409.560358
0.0,1,409.560378
0.0,1,409.560395
0.0,1,409.560415
0.0,1,409.56043
0.0,1,409.560445
0.0,1,409.56046
0.0,1,409.881146
0.0,1,409.881201
0.0,1,409.881225
0.0,1,409.881247
0.0,1,409.881268
0.0,1,409.881289
0.0,1,409.881307
0.0,1,409.881328
0.0,1,410.339805
0.0,1,410.339861
0.0,1,410.339887
0.0,1,410.33991
0.0,1,410.339933
0.0,1,410.339955
0.0,1,410.339976
0.0,1,410.339998
0.0,1,410.611511
0.0,1,410.611557
0.0,1,410.611581
0.0,1,410.611602
0.0,1,410.611623
0.0,1,410.611643
0.0,1,410.611662
0.0,1,410.611683
0.0,1,410.870751
0.0,1,410.870799
0.0,1,410.870824
0.0,1,410.870846
0.0,1,410.870867
0.0,1,410.870887
0.0,1,410.870907
0.0,1,410.87093
0.0,1,411.040477
0.0,1,411.040524
0.0,1,411.040544
0.0,1,411.04056
0.0,1,411.040576
0.0,1,411.040591
0.0,1,411.040606
0.0,1,411.040621
0.0,1,411.393277
0.0,1,411.393342
0.0,1,411.393363
0.0,1,411.393379
0.0,1,411.393396
0.0,1,411.393411
0.0,1,411.393426
0.0,1,411.393441
0.0,1,411.831782
0.0,1,411.831846
0.0,1,411.831869
0.0,1,411.831891
0.0,1,411.831912
0.0,1,411.831933
0.0,1,411.831954
0.0,1,411.831973
0.0,1,412.029516
0.0,1,412.029563
0.0,1,412.029583
0.0,1,412.029599
0.0,1,412.029614
0.0,1,412.02963
0.0,1,412.029645
0.0,1,412.02966
0.0,1,412.52177
0.0,1,412.521823
0.0,1,412.521842
0.0,1,412.521859
0.0,1,412.521874
0.0,1,412.521889
0.0,1,412.521905
0.0,1,412.521921
0.0,1,413.072232
0.0,1,413.072278
0.0,1,413.072296
0.0,1,413.072312
0.0,1,413.072328
0.0,1,413.072347
0.0,1,413.072362
0.0,1,413.072376
0.0,1,413.374686
0.0,1,413.374727
0.0,1,413.374749
0.0,1,413.374764
0.0,1,413.37478
0.0,1,413.374797
0.0,1,413.374812
0.0,1,413.374828
0.0,1,413.550214
0.0,1,413.550261
0.0,1,413.55028
0.0,1,413.550298
0.0,1,413.550318
0.0,1,413.550334
0.0,1,413.550349
0.0,1,413.550364
0.0,1,413.878139
0.0,1,413.878199
0.0,1,413.878222
0.0,1,413.878244
0.0,1,413.878265
0.0,1,413.878286
0.0,1,413.878305
0.0,1,413.878325
0.0,1,414.117915
0.0,1,414.117959
0.0,1,414.117977
0.0,1,414.117994
0.0,1,414.11801
0.0,1,414.118029
0.0,1,414.118044
0.0,1,414.118059
0.0,1,414.440684
0.0,1,414.440734
0.0,1,414.440753
0.0,1,414.440769
0.0,1,414.440785
0.0,1,414.440801
0.0,1,414.440816
0.0,1,414.440831
0.0,1,414.67966
0.0,1,414.679705
0.0,1,414.679725
0.0,1,414.679741
0.0,1,414.679757
0.0,1,414.679772
0.0,1,414.679787
0.0,1,414.679803
0.0,1,415.004098
0.0,1,415.004144
0.0,1,415.004164
0.0,1,415.004181
0.0,1,415.004197
0.0,1,415.004212
0.0,1,415.004228
0.0,1,415.004243
0.0,1,415.196999
0.0,1,415.197052
0.0,1,415.197076
0.0,1,415.197097
0.0,1,415.197117
0.0,1,415.197137
0.0,1,415.197156
0.0,1,415.197175
0.0,1,415.600536
0.0,1,415.600585
0.0,1,415.600608
0.0,1,415.600628
0.0,1,415.600649
0.0,1,415.60067
0.0,1,415.60069
0.0,1,415.60071
0.0,1,416.011752
0.0,1,416.011793
0.0,1,416.011812
0.0,1,416.011829
0.0,1,416.011845
0.0,1,416.011859
0.0,1,416.011874
0.0,1,416.011889
0.0,1,416.591392
0.0,1,416.591438
0.0,1,416.591456
0.0,1,416.591473
0.0,1,416.591489
0.0,1,416.591505
0.0,1,416.591519
0.0,1,416.591535
0.0,1,416.997923
0.0,1,416.997988
0.0,1,416.99801
0.0,1,416.998032
0.0,1,416.998053
0.0,1,416.998073
0.0,1,416.998093
0.0,1,416.998112
0.0,1,417.383478
0.0,1,417.383533
0.0,1,417.383551
0.0,1,417.383567
0.0,1,417.383582
0.0,1,417.383598
0.0,1,417.383613
0.0,1,417.383629
0.0,1,417.659902
0.0,1,417.65996
0.0,1,417.659983
0.0,1,417.660006
0.0,1,417.660027
0.0,1,417.660046
0.0,1,417.660065
0.0,1,417.660085
0.0,1,417.924643
0.0,1,417.924696
0.0,1,417.924726
0.0,1,417.924748
0.0,1,417.92477
0.0,1,417.924791
0.0,1,417.924812
0.0,1,417.924831
0.0,1,418.19353
0.0,1,418.193577
0.0,1,418.193602
0.0,1,418.193624
0.0,1,418.193645
0.0,1,418.193665
0.0,1,418.193685
0.0,1,418.193705
0.0,1,418.438183
0.0,1,418.438233
0.0,1,418.438252
0.0,1,418.438268
0.0,1,418.438284
0.0,1,418.438299
0.0,1,418.438315
0.0,1,418.43833
0.0,1,418.733426
0.0,1,418.733467
0.0,1,418.733485
0.0,1,418.733501
0.0,1,418.733517
0.0,1,418.733532
0.0,1,418.733547
0.0,1,418.733562
0.0,1,418.998686
0.0,1,418.998732
0.0,1,418.998755
0.0,1,418.998776
0.0,1,418.998801
0.0,1,418.998822
0.0,1,418.998841
0.0,1,418.99886
0.0,1,419.211087
0.0,1,419.211136
0.0,1,419.21116
0.0,1,419.211185
0.0,1,419.211207
0.0,1,419.211228
0.0,1,419.211249
0.0,1,419.21127
0.0,1,419.816201
0.0,1,419.816254
0.0,1,419.816274
0.0,1,419.81629
0.0,1,419.816306
0.0,1,419.816322
0.0,1,419.816337
0.0,1,419.816352
0.0,1,420.333287
0.0,1,420.333358
0.0,1,420.333381
0.0,1,420.333403
0.0,1,420.333425
0.0,1,420.333446
0.0,1,420.333467
0.0,1,420.333487
0.0,1,420.587205
0.0,1,420.587258
0.0,1,420.587277
0.0,1,420.587293
0.0,1,420.587309
0.0,1,420.587324
0.0,1,420.587339
0.0,1,420.587355
0.0,1,420.862351
0.0,1,420.86239
0.0,1,420.862409
0.0,1,420.862425
0.0,1,420.862441
0.0,1,420.862456
0.0,1,420.862471
0.0,1,420.862486
0.0,1,421.136693
0.0,1,421.136735
0.0,1,421.136754
0.0,1,421.136771
0.0,1,421.136786
0.0,1,421.136802
0.0,1,421.136817
0.0,1,421.136832
0.0,1,421.580375
0.0,1,421.580426
0.0,1,421.580445
0.0,1,421.580462
0.0,1,421.580477
0.0,1,421.580492
0.0,1,421.580507
0.0,1,421.580521
0.0,1,421.853306
0.0,1,421.853355
0.0,1,421.85338
0.0,1,421.853403
0.0,1,421.853423
0.0,1,421.853443
0.0,1,421.853462
0.0,1,421.853481
0.0,1,422.192215
0.0,1,422.192269
0.0,1,422.192291
0.0,1,422.192311
0.0,1,422.192332
0.0,1,422.192352
0.0,1,422.192371
0.0,1,422.192391
0.0,1,422.421106
0.0,1,422.421152
0.0,1,422.421171
0.0,1,422.421188
0.0,1,422.421204
0.0,1,422.42122
0.0,1,422.421236
0.0,1,422.421251
0.0,1,422.739877
0.0,1,422.739949
0.0,1,422.739978
0.0,1,422.739999
0.0,1,422.74002
0.0,1,422.74004
0.0,1,422.74006
0.0,1,422.740079
0.0,1,423.015251
0.0,1,423.015315
0.0,1,423.015335
0.0,1,423.015353
0.0,1,423.01537
0.0,1,423.015387
0.0,1,423.015403
0.0,1,423.01542
0.0,1,423.483338
0.0,1,423.483399
0.0,1,423.483423
0.0,1,423.483444
0.0,1,423.483465
0.0,1,423.483485
0.0,1,423.483505
0.0,1,423.483525
0.0,1,423.736561
0.0,1,423.736606
0.0,1,423.736625
0.0,1,423.736641
0.0,1,423.736657
0.0,1,423.736672
0.0,1,423.736687
0.0,1,423.736702
0.0,1,423.894378
0.0,1,423.894433
0.0,1,423.894455
0.0,1,423.894478
0.0,1,423.894497
0.0,1,423.894517
0.0,1,423.894536
0.0,1,423.894555
0.0,1,424.17181
0.0,1,424.171853
0.0,1,424.171871
0.0,1,424.171889
0.0,1,424.171905
0.0,1,424.17192
0.0,1,424.171936
0.0,1,424.171951
0.0,1,424.584814
0.0,1,424.584865
0.0,1,424.584883
0.0,1,424.584899
0.0,1,424.584915
0.0,1,424.584929
0.0,1,424.584945
0.0,1,424.58496
0.0,1,424.721559
0.0,1,424.721599
0.0,1,424.721617
0.0,1,424.721633
0.0,1,424.72165
0.0,1,424.721665
0.0,1,424.72168
0.0,1,424.721695
0.0,1,424.974242
0.0,1,424.974286
0.0,1,424.974306
0.0,1,424.974323
0.0,1,424.974339
0.0,1,424.974354
0.0,1,424.974369
0.0,1,424.974384
0.0,1,425.58347
0.0,1,425.58352
0.0,1,425.583539
0.0,1,425.583555
0.0,1,425.58357
0.0,1,425.583585
0.0,1,425.583599
0.0,1,425.583614
0.0,1,425.840526
0.0,1,425.840572
0.0,1,425.840592
0.0,1,425.840608
0.0,1,425.840624
0.0,1,425.840638
0.0,1,425.840654
0.0,1,425.840669
0.0,1,426.044194
0.0,1,426.044236
0.0,1,426.044255
0.0,1,426.044271
0.0,1,426.044286
0.0,1,426.044302
0.0,1,426.044317
0.0,1,426.044332
0.0,1,426.18234
0.0,1,426.182383
0.0,1,426.182402
0.0,1,426.182419
0.0,1,426.182434
0.0,1,426.18245
0.0,1,426.182465
0.0,1,426.18248
0.0,1,426.585058
0.0,1,426.585103
0.0,1,426.585122
0.0,1,426.585139
0.0,1,426.585155
0.0,1,426.585171
0.0,1,426.585186
0.0,1,426.585202
0.0,1,426.852455
0.0,1,426.852502
0.0,1,426.852521
0.0,1,426.852538
0.0,1,426.852553
0.0,1,426.852569
0.0,1,426.852584
0.0,1,426.852599
0.0,1,427.428237
0.0,1,427.428291
0.0,1,427.42831
0.0,1,427.428327
0.0,1,427.428343
0.0,1,427.428358
0.0,1,427.428373
0.0,1,427.428387
0.0,1,427.85435
0.0,1,427.854406
0.0,1,427.854425
0.0,1,427.854441
0.0,1,427.854456
0.0,1,427.854472
0.0,1,427.854487
0.0,1,427.854502
0.0,1,428.173054
0.0,1,428.173113
0.0,1,428.173136
0.0,1,428.173158
0.0,1,428.173179
0.0,1,428.173199
0.0,1,428.173218
0.0,1,428.173239
0.0,1,428.686306
0.0,1,428.686366
0.0,1,428.686393
0.0,1,428.686415
0.0,1,428.686437
0.0,1,428.686461
0.0,1,428.68648
0.0,1,428.6865
0.0,1,429.089455
0.0,1,429.089504
0.0,1,429.089523
0.0,1,429.08954
0.0,1,429.089557
0.0,1,429.089573
0.0,1,429.089588
0.0,1,429.089604
0.0,1,429.344208
0.0,1,429.344253
0.0,1,429.344272
0.0,1,429.344288
0.0,1,429.344304
0.0,1,429.344319
0.0,1,429.344334
0.0,1,429.344349
0.0,1,429.66423
0.0,1,429.664274
0.0,1,429.664293
0.0,1,429.664308
0.0,1,429.664323
0.0,1,429.664338
0.0,1,429.664352
0.0,1,429.664367
0.0,1,430.07925
0.0,1,430.079305
0.0,1,430.079324
0.0,1,430.07934
0.0,1,430.079356
0.0,1,430.079371
0.0,1,430.079386
0.0,1,430.0794
0.0,1,430.281865
0.0,1,430.281913
0.0,1,430.281932
0.0,1,430.281948
0.0,1,430.281964
0.0,1,430.28198
0.0,1,430.281996
0.0,1,430.282011
0.0,1,430.45016
0.0,1,430.450203
0.0,1,430.450222
0.0,1,430.450239
0.0,1,430.450255
0.0,1,430.45027
0.0,1,430.450285
0.0,1,430.4503
0.0,1,430.778576
0.0,1,430.778638
0.0,1,430.778662
0.0,1,430.778684
0.0,1,430.778706
0.0,1,430.778727
0.0,1,430.778749
0.0,1,430.778769
0.0,1,430.9173
0.0,1,430.917343
0.0,1,430.917363
0.0,1,430.917379
0.0,1,430.917396
0.0,1,430.917411
0.0,1,430.917427
0.0,1,430.917442
0.0,1,431.335739
0.0,1,431.335802
0.0,1,431.335826
0.0,1,431.335848
0.0,1,431.33587
0.0,1,431.33589
0.0,1,431.33591
0.0,1,431.33593
0.0,1,431.659929
0.0,1,431.659981
0.0,1,431.660005
0.0,1,431.660028
0.0,1,431.660047
0.0,1,431.660067
0.0,1,431.660088
0.0,1,431.660107
0.0,1,432.064612
0.0,1,432.064674
0.0,1,432.064698
0.0,1,432.06472
0.0,1,432.064741
0.0,1,432.06476
0.0,1,432.064779
0.0,1,432.064802
0.0,1,432.268489
0.0,1,432.26854
0.0,1,432.268559
0.0,1,432.268576
0.0,1,432.268592
0.0,1,432.268607
0.0,1,432.268621
0.0,1,432.268637
0.0,1,432.534261
0.0,1,432.534316
0.0,1,432.534339
0.0,1,432.534359
0.0,1,432.53438
0.0,1,432.5344
0.0,1,432.534419
0.0,1,432.534438
0.0,1,432.737303
0.0,1,432.737347
0.0,1,432.737366
0.0,1,432.737382
0.0,1,432.737398
0.0,1,432.737413
0.0,1,432.737428
0.0,1,432.737443
0.0,1,433.028495
0.0,1,433.028542
0.0,1,433.02856
0.0,1,433.028575
0.0,1,433.02859
0.0,1,433.028605
0.0,1,433.02862
0.0,1,433.028634
0.0,1,433.330051
0.0,1,433.330115
0.0,1,433.330134
0.0,1,433.33015
0.0,1,433.330166
0.0,1,433.330181
0.0,1,433.330197
0.0,1,433.330211
0.0,1,433.893156
0.0,1,433.893201
0.0,1,433.893223
0.0,1,433.893245
0.0,1,433.893266
0.0,1,433.893286
0.0,1,433.893306
0.0,1,433.893326
0.0,1,434.1665
0.0,1,434.166544
0.0,1,434.166563
0.0,1,434.166579
0.0,1,434.166595
0.0,1,434.166609
0.0,1,434.166627
0.0,1,434.166643
0.0,1,434.569634
0.0,1,434.569682
0.0,1,434.569701
0.0,1,434.569717
0.0,1,434.569733
0.0,1,434.569749
0.0,1,434.569764
0.0,1,434.569779
0.0,1,434.890035
0.0,1,434.890079
0.0,1,434.890097
0.0,1,434.890114
0.0,1,434.890129
0.0,1,434.890145
0.0,1,434.890161
0.0,1,434.890176
0.0,1,435.349568
0.0,1,435.349636
0.0,1,435.349656
0.0,1,435.349674
0.0,1,435.34969
0.0,1,435.349707
0.0,1,435.349722
0.0,1,435.349738
0.0,1,435.804006
0.0,1,435.804062
0.0,1,435.804085
0.0,1,435.804107
0.0,1,435.804151
0.0,1,435.804168
0.0,1,435.804188
0.0,1,435.804208
0.0,1,436.264302
0.0,1,436.264364
0.0,1,436.264383
0.0,1,436.2644
0.0,1,436.264416
0.0,1,436.264432
0.0,1,436.264448
0.0,1,436.264464
0.0,1,436.544518
0.0,1,436.544567
0.0,1,436.544586
0.0,1,436.544603
0.0,1,436.544617
0.0,1,436.544633
0.0,1,436.544648
0.0,1,436.544664
0.0,1,436.954864
0.0,1,436.954912
0.0,1,436.954935
0.0,1,436.954957
0.0,1,436.954978
0.0,1,436.954998
0.0,1,436.955018
0.0,1,436.955037
0.0,1,437.241728
0.0,1,437.241774
0.0,1,437.241793
0.0,1,437.241809
0.0,1,437.241826
0.0,1,437.241842
0.0,1,437.241857
0.0,1,437.241872
0.0,1,437.495688
0.0,1,437.495734
0.0,1,437.495752
0.0,1,437.495769
0.0,1,437.495785
0.0,1,437.495801
0.0,1,437.495815
0.0,1,437.495831
0.0,1,437.709674
0.0,1,437.709722
0.0,1,437.709747
0.0,1,437.709768
0.0,1,437.709787
0.0,1,437.709807
0.0,1,437.709826
0.0,1,437.709845
0.0,1,437.964053
0.0,1,437.964105
0.0,1,437.964128
0.0,1,437.964149
0.0,1,437.96417
0.0,1,437.964189
0.0,1,437.964208
0.0,1,437.964229
0.0,1,438.204055
0.0,1,438.204109
0.0,1,438.204129
0.0,1,438.204145
0.0,1,438.20416
0.0,1,438.204176
0.0,1,438.204191
0.0,1,438.204206
0.0,1,438.551028
0.0,1,438.551091
0.0,1,438.551115
0.0,1,438.551137
0.0,1,438.551159
0.0,1,438.551179
0.0,1,438.551198
0.0,1,438.551218
0.0,1,438.965046
0.0,1,438.965109
0.0,1,438.96513
0.0,1,438.965147
0.0,1,438.965164
0.0,1,438.96518
0.0,1,438.965195
0.0,1,438.965211
0.0,1,439.328462
0.0,1,439.328518
0.0,1,439.328542
0.0,1,439.328563
0.0,1,439.328589
0.0,1,439.328609
0.0,1,439.32863
0.0,1,439.32865
0.0,1,439.785003
0.0,1,439.785064
0.0,1,439.785083
0.0,1,439.7851
0.0,1,439.785117
0.0,1,439.785134
0.0,1,439.78515
0.0,1,439.785165
0.0,1,440.055691
0.0,1,440.055748
0.0,1,440.055767
0.0,1,440.055783
0.0,1,440.055799
0.0,1,440.055815
0.0,1,440.05583
0.0,1,440.055846
0.0,1,440.22705
0.0,1,440.227091
0.0,1,440.227111
0.0,1,440.227127
0.0,1,440.227142
0.0,1,440.227158
0.0,1,440.227173
0.0,1,440.227188
0.0,1,440.48527
0.0,1,440.485311
0.0,1,440.48533
0.0,1,440.485347
0.0,1,440.485363
0.0,1,440.485379
0.0,1,440.485395
0.0,1,440.48541
0.0,1,440.748474
0.0,1,440.748544
0.0,1,440.748567
0.0,1,440.748589
0.0,1,440.74861
0.0,1,440.74863
0.0,1,440.748649
0.0,1,440.748669
0.0,1,441.023727
0.0,1,441.02377
0.0,1,441.023789
0.0,1,441.023806
0.0,1,441.023822
0.0,1,441.023838
0.0,1,441.023853
0.0,1,441.023868
0.0,1,441.328032
0.0,1,441.328075
0.0,1,441.328094
0.0,1,441.328111
0.0,1,441.328131
0.0,1,441.328147
0.0,1,441.328162
0.0,1,441.328178
0.0,1,441.602523
0.0,1,441.602562
0.0,1,441.602581
0.0,1,441.602597
0.0,1,441.602613
0.0,1,441.602634
0.0,1,441.602654
0.0,1,441.602669
0.0,1,442.004008
0.0,1,442.004053
0.0,1,442.004076
0.0,1,442.004099
0.0,1,442.004121
0.0,1,442.004141
0.0,1,442.00416
0.0,1,442.00418
0.0,1,442.291437
0.0,1,442.291485
0.0,1,442.291503
0.0,1,442.29152
0.0,1,442.291535
0.0,1,442.291551
0.0,1,442.291565
0.0,1,442.29158
0.0,1,442.728499
0.0,1,442.728552
0.0,1,442.728574
0.0,1,442.728595
0.0,1,442.728615
0.0,1,442.728635
0.0,1,442.728653
0.0,1,442.728673
0.0,1,442.96934
0.0,1,442.969384
0.0,1,442.969407
0.0,1,442.969428
0.0,1,442.969448
0.0,1,442.969467
0.0,1,442.969486
0.0,1,442.969505
0.0,1,443.114756
0.0,1,443.114799
0.0,1,443.114822
0.0,1,443.114843
0.0,1,443.114864
0.0,1,443.114885
0.0,1,443.114905
0.0,1,443.114926
0.0,1,443.396475
0.0,1,443.397964
0.0,1,443.39799
0.0,1,443.398007
0.0,1,443.398025
0.0,1,443.39804
0.0,1,443.398056
0.0,1,443.398072
0.0,1,443.863761
0.0,1,443.863816
0.0,1,443.863839
0.0,1,443.863859
0.0,1,443.86388
0.0,1,443.863901
0.0,1,443.86392
0.0,1,443.86394
0.0,1,444.206152
0.0,1,444.20621
0.0,1,444.20623
0.0,1,444.206247
0.0,1,444.206263
0.0,1,444.206278
0.0,1,444.206294
0.0,1,444.206309
0.0,1,444.431817
0.0,1,444.431864
0.0,1,444.431886
0.0,1,444.431906
0.0,1,444.431927
0.0,1,444.431947
0.0,1,444.431966
0.0,1,444.431985
0.0,1,444.6959
0.0,1,444.695951
0.0,1,444.69597
0.0,1,444.695988
0.0,1,444.696003
0.0,1,444.696018
0.0,1,444.696033
0.0,1,444.696048
0.0,1,444.966997
0.0,1,444.967043
0.0,1,444.967061
0.0,1,444.967077
0.0,1,444.967093
0.0,1,444.967109
0.0,1,444.967124
0.0,1,444.967139
0.0,1,445.215693
0.0,1,445.21574
0.0,1,445.215759
0.0,1,445.215775
0.0,1,445.215791
0.0,1,445.215806
0.0,1,445.215822
0.0,1,445.215837
0.0,1,445.473783
0.0,1,445.473827
0.0,1,445.473847
0.0,1,445.473863
0.0,1,445.473878
0.0,1,445.473893
0.0,1,445.473908
0.0,1,445.473923
0.0,1,445.915193
0.0,1,445.915246
0.0,1,445.915266
0.0,1,445.915282
0.0,1,445.915298
0.0,1,445.915314
0.0,1,445.915329
0.0,1,445.915345
0.0,1,446.141931
0.0,1,446.141978
0.0,1,446.142002
0.0,1,446.142024
0.0,1,446.142044
0.0,1,446.142063
0.0,1,446.142083
0.0,1,446.142103
0.0,1,446.609104
0.0,1,446.609173
0.0,1,446.609198
0.0,1,446.609219
0.0,1,446.60924
0.0,1,446.60926
0.0,1,446.609279
0.0,1,446.609298
0.0,1,447.01016
0.0,1,447.010208
0.0,1,447.010231
0.0,1,447.010253
0.0,1,447.010274
0.0,1,447.010294
0.0,1,447.010314
0.0,1,447.010333
0.0,1,447.216639
