#{"t_start": 1768206246.7971556, "env_id": "None"}
r,l,t
0.0,1,1324.25173
0.0,1,1324.251752
0.0,1,1324.251773
0.0,1,1324.251793
0.0,1,1324.251813
0.0,1,1324.532127
0.0,1,1324.532173
0.0,1,1324.532196
0.0,1,1324.532217
0.0,1,1324.532238
0.0,1,1324.533738
0.0,1,1324.533764
0.0,1,1324.533785
0.0,1,1324.73725
0.0,1,1324.737293
0.0,1,1324.737317
0.0,1,1324.737338
0.0,1,1324.737358
0.0,1,1324.737379
0.0,1,1324.7374
0.0,1,1324.737419
0.0,1,1324.99884
0.0,1,1324.998888
0.0,1,1324.998913
0.0,1,1324.998935
0.0,1,1324.998956
0.0,1,1324.998977
0.0,1,1324.998997
0.0,1,1324.999017
0.0,1,1325.276453
0.0,1,1325.276501
0.0,1,1325.276524
0.0,1,1325.276545
0.0,1,1325.276566
0.0,1,1325.276586
0.0,1,1325.276605
0.0,1,1325.276625
0.0,1,1325.581884
0.0,1,1325.581934
0.0,1,1325.581953
0.0,1,1325.581969
0.0,1,1325.581985
0.0,1,1325.582
0.0,1,1325.582016
0.0,1,1325.582031
0.0,1,1325.843479
0.0,1,1325.843526
0.0,1,1325.84355
0.0,1,1325.843571
0.0,1,1325.843592
0.0,1,1325.843612
0.0,1,1325.843632
0.0,1,1325.843651
0.0,1,1326.123477
0.0,1,1326.123526
0.0,1,1326.12355
0.0,1,1326.123573
0.0,1,1326.123593
0.0,1,1326.123613
0.0,1,1326.123631
0.0,1,1326.123652
0.0,1,1326.520295
0.0,1,1326.52034
0.0,1,1326.520359
0.0,1,1326.520376
0.0,1,1326.520392
0.0,1,1326.520407
0.0,1,1326.520423
0.0,1,1326.520437
0.0,1,1326.804893
0.0,1,1326.804942
0.0,1,1326.804965
0.0,1,1326.804987
0.0,1,1326.805007
0.0,1,1326.805026
0.0,1,1326.805045
0.0,1,1326.805065
0.0,1,1327.204616
0.0,1,1327.204662
0.0,1,1327.20468
0.0,1,1327.204697
0.0,1,1327.204713
0.0,1,1327.204729
0.0,1,1327.204743
0.0,1,1327.204758
0.0,1,1327.65398
0.0,1,1327.654025
0.0,1,1327.654044
0.0,1,1327.65406
0.0,1,1327.654075
0.0,1,1327.65409
0.0,1,1327.654105
0.0,1,1327.65412
0.0,1,1327.923726
0.0,1,1327.923774
0.0,1,1327.923797
0.0,1,1327.923818
0.0,1,1327.92384
0.0,1,1327.92386
0.0,1,1327.92388
0.0,1,1327.923901
0.0,1,1328.618231
0.0,1,1328.618287
0.0,1,1328.618306
0.0,1,1328.618323
0.0,1,1328.618339
0.0,1,1328.618354
0.0,1,1328.618369
0.0,1,1328.618384
0.0,1,1329.338172
0.0,1,1329.338245
0.0,1,1329.338269
0.0,1,1329.338289
0.0,1,1329.338309
0.0,1,1329.338328
0.0,1,1329.338347
0.0,1,1329.338367
0.0,1,1329.669227
0.0,1,1329.66928
0.0,1,1329.669305
0.0,1,1329.669327
0.0,1,1329.669347
0.0,1,1329.669367
0.0,1,1329.669387
0.0,1,1329.669406
0.0,1,1329.934261
0.0,1,1329.934309
0.0,1,1329.934332
0.0,1,1329.934352
0.0,1,1329.934372
0.0,1,1329.934391
0.0,1,1329.934411
0.0,1,1329.93443
0.0,1,1330.196378
0.0,1,1330.196432
0.0,1,1330.196451
0.0,1,1330.196467
0.0,1,1330.196484
0.0,1,1330.196499
0.0,1,1330.196513
0.0,1,1330.196527
0.0,1,1330.396114
0.0,1,1330.396163
0.0,1,1330.396187
0.0,1,1330.396207
0.0,1,1330.396228
0.0,1,1330.396247
0.0,1,1330.396266
0.0,1,1330.396286
0.0,1,1330.742107
0.0,1,1330.742153
0.0,1,1330.742172
0.0,1,1330.742197
0.0,1,1330.742213
0.0,1,1330.742228
0.0,1,1330.742243
0.0,1,1330.742258
0.0,1,1331.088
0.0,1,1331.088044
0.0,1,1331.088064
0.0,1,1331.088081
0.0,1,1331.088096
0.0,1,1331.088112
0.0,1,1331.088127
0.0,1,1331.088142
0.0,1,1331.726429
0.0,1,1331.726498
0.0,1,1331.726522
0.0,1,1331.726543
0.0,1,1331.726564
0.0,1,1331.726585
0.0,1,1331.726604
0.0,1,1331.726632
0.0,1,1331.982945
0.0,1,1331.982997
0.0,1,1331.98302
0.0,1,1331.983042
0.0,1,1331.983062
0.0,1,1331.983083
0.0,1,1331.983102
0.0,1,1331.983122
0.0,1,1332.251558
0.0,1,1332.251609
0.0,1,1332.251631
0.0,1,1332.251655
0.0,1,1332.251676
0.0,1,1332.251696
0.0,1,1332.251716
0.0,1,1332.251735
0.0,1,1332.7382
0.0,1,1332.738261
0.0,1,1332.73828
0.0,1,1332.738297
0.0,1,1332.738313
0.0,1,1332.738328
0.0,1,1332.738343
0.0,1,1332.738358
0.0,1,1332.984752
0.0,1,1332.984804
0.0,1,1332.984823
0.0,1,1332.98484
0.0,1,1332.984856
0.0,1,1332.984871
0.0,1,1332.984886
0.0,1,1332.984901
0.0,1,1333.314323
0.0,1,1333.314384
0.0,1,1333.314405
0.0,1,1333.314421
0.0,1,1333.314437
0.0,1,1333.314452
0.0,1,1333.314467
0.0,1,1333.314482
0.0,1,1333.595424
0.0,1,1333.595483
0.0,1,1333.595507
0.0,1,1333.59553
0.0,1,1333.595551
0.0,1,1333.595571
0.0,1,1333.595591
0.0,1,1333.59561
0.0,1,1333.855699
0.0,1,1333.855767
0.0,1,1333.855793
0.0,1,1333.855813
0.0,1,1333.855833
0.0,1,1333.855853
0.0,1,1333.855873
0.0,1,1333.855892
0.0,1,1334.117857
0.0,1,1334.11791
0.0,1,1334.117934
0.0,1,1334.117955
0.0,1,1334.117975
0.0,1,1334.117996
0.0,1,1334.118016
0.0,1,1334.118036
0.0,1,1334.382935
0.0,1,1334.382997
0.0,1,1334.383022
0.0,1,1334.383043
0.0,1,1334.383064
0.0,1,1334.383083
0.0,1,1334.383103
0.0,1,1334.383123
0.0,1,1334.662081
0.0,1,1334.66213
0.0,1,1334.662154
0.0,1,1334.662175
0.0,1,1334.662194
0.0,1,1334.662217
0.0,1,1334.662236
0.0,1,1334.662256
0.0,1,1334.917822
0.0,1,1334.917869
0.0,1,1334.917892
0.0,1,1334.917915
0.0,1,1334.917936
0.0,1,1334.917956
0.0,1,1334.917975
0.0,1,1334.917994
0.0,1,1335.672204
0.0,1,1335.672263
0.0,1,1335.672282
0.0,1,1335.672298
0.0,1,1335.672313
0.0,1,1335.672329
0.0,1,1335.672344
0.0,1,1335.672359
0.0,1,1335.933398
0.0,1,1335.933452
0.0,1,1335.933471
0.0,1,1335.933488
0.0,1,1335.933503
0.0,1,1335.933519
0.0,1,1335.933534
0.0,1,1335.933548
0.0,1,1336.112684
0.0,1,1336.112732
0.0,1,1336.112755
0.0,1,1336.112777
0.0,1,1336.112799
0.0,1,1336.112819
0.0,1,1336.112839
0.0,1,1336.112858
0.0,1,1336.845404
0.0,1,1336.845474
0.0,1,1336.845498
0.0,1,1336.845522
0.0,1,1336.845545
0.0,1,1336.845565
0.0,1,1336.845585
0.0,1,1336.845604
0.0,1,1337.108053
0.0,1,1337.108104
0.0,1,1337.108127
0.0,1,1337.108149
0.0,1,1337.108171
0.0,1,1337.108189
0.0,1,1337.108209
0.0,1,1337.108229
0.0,1,1337.373621
0.0,1,1337.373678
0.0,1,1337.373701
0.0,1,1337.373722
0.0,1,1337.373742
0.0,1,1337.373761
0.0,1,1337.37378
0.0,1,1337.373799
0.0,1,1337.698325
0.0,1,1337.698374
0.0,1,1337.698392
0.0,1,1337.698408
0.0,1,1337.698424
0.0,1,1337.698439
0.0,1,1337.698454
0.0,1,1337.698468
0.0,1,1338.034226
0.0,1,1338.034285
0.0,1,1338.034309
0.0,1,1338.034331
0.0,1,1338.034352
0.0,1,1338.034372
0.0,1,1338.034391
0.0,1,1338.034412
0.0,1,1338.749971
0.0,1,1338.750041
0.0,1,1338.750065
0.0,1,1338.750088
0.0,1,1338.750108
0.0,1,1338.750128
0.0,1,1338.750148
0.0,1,1338.750167
0.0,1,1339.010453
0.0,1,1339.010495
0.0,1,1339.010515
0.0,1,1339.010536
0.0,1,1339.010552
0.0,1,1339.010567
0.0,1,1339.010582
0.0,1,1339.010597
0.0,1,1339.273679
0.0,1,1339.273721
0.0,1,1339.273741
0.0,1,1339.273757
0.0,1,1339.273773
0.0,1,1339.273789
0.0,1,1339.273804
0.0,1,1339.273819
0.0,1,1339.551188
0.0,1,1339.551254
0.0,1,1339.551277
0.0,1,1339.551298
0.0,1,1339.551318
0.0,1,1339.551338
0.0,1,1339.551363
0.0,1,1339.551382
0.0,1,1339.767651
0.0,1,1339.767693
0.0,1,1339.767712
0.0,1,1339.767729
0.0,1,1339.767744
0.0,1,1339.767759
0.0,1,1339.767774
0.0,1,1339.767788
0.0,1,1340.076303
0.0,1,1340.076347
0.0,1,1340.076365
0.0,1,1340.076386
0.0,1,1340.076402
0.0,1,1340.076417
0.0,1,1340.076433
0.0,1,1340.076448
0.0,1,1340.967448
0.0,1,1340.967504
0.0,1,1340.967522
0.0,1,1340.967538
0.0,1,1340.967554
0.0,1,1340.967569
0.0,1,1340.967584
0.0,1,1340.967598
0.0,1,1341.281815
0.0,1,1341.281862
0.0,1,1341.281881
0.0,1,1341.281896
0.0,1,1341.281912
0.0,1,1341.281927
0.0,1,1341.281944
0.0,1,1341.281959
0.0,1,1341.5493
0.0,1,1341.549359
0.0,1,1341.549383
0.0,1,1341.549404
0.0,1,1341.549426
0.0,1,1341.549445
0.0,1,1341.549465
0.0,1,1341.549484
0.0,1,1342.303028
0.0,1,1342.303087
0.0,1,1342.303107
0.0,1,1342.303123
0.0,1,1342.303138
0.0,1,1342.303154
0.0,1,1342.303169
0.0,1,1342.303185
0.0,1,1342.56201
0.0,1,1342.56206
0.0,1,1342.562083
0.0,1,1342.562107
0.0,1,1342.562128
0.0,1,1342.562148
0.0,1,1342.562167
0.0,1,1342.562186
0.0,1,1342.825568
0.0,1,1342.825616
0.0,1,1342.82564
0.0,1,1342.825662
0.0,1,1342.825682
0.0,1,1342.825702
0.0,1,1342.825721
0.0,1,1342.825741
0.0,1,1343.09094
0.0,1,1343.090988
0.0,1,1343.091012
0.0,1,1343.091033
0.0,1,1343.091054
0.0,1,1343.091074
0.0,1,1343.091093
0.0,1,1343.091112
0.0,1,1343.360966
0.0,1,1343.361017
0.0,1,1343.361042
0.0,1,1343.361063
0.0,1,1343.361085
0.0,1,1343.361104
0.0,1,1343.361125
0.0,1,1343.361144
0.0,1,1343.623749
0.0,1,1343.623798
0.0,1,1343.623822
0.0,1,1343.623844
0.0,1,1343.623865
0.0,1,1343.623885
0.0,1,1343.623904
0.0,1,1343.623924
0.0,1,1343.896553
0.0,1,1343.8966
0.0,1,1343.896623
0.0,1,1343.896644
0.0,1,1343.896665
0.0,1,1343.896684
0.0,1,1343.896705
0.0,1,1343.896724
0.0,1,1344.160701
0.0,1,1344.160748
0.0,1,1344.160772
0.0,1,1344.160794
0.0,1,1344.160815
0.0,1,1344.160836
0.0,1,1344.160862
0.0,1,1344.160881
0.0,1,1344.44939
0.0,1,1344.449435
0.0,1,1344.449459
0.0,1,1344.449481
0.0,1,1344.449502
0.0,1,1344.449522
0.0,1,1344.449542
0.0,1,1344.449562
0.0,1,1344.69378
0.0,1,1344.693825
0.0,1,1344.693847
0.0,1,1344.693869
0.0,1,1344.693891
0.0,1,1344.693911
0.0,1,1344.69393
0.0,1,1344.69395
0.0,1,1345.392379
0.0,1,1345.39245
0.0,1,1345.392475
0.0,1,1345.392497
0.0,1,1345.392518
0.0,1,1345.392538
0.0,1,1345.392558
0.0,1,1345.392577
0.0,1,1346.016561
0.0,1,1346.016632
0.0,1,1346.016655
0.0,1,1346.016677
0.0,1,1346.016697
0.0,1,1346.016718
0.0,1,1346.016738
0.0,1,1346.016757
0.0,1,1346.280133
0.0,1,1346.28019
0.0,1,1346.280215
0.0,1,1346.280237
0.0,1,1346.280259
0.0,1,1346.28028
0.0,1,1346.280299
0.0,1,1346.280319
0.0,1,1346.563621
0.0,1,1346.563667
0.0,1,1346.56369
0.0,1,1346.563711
0.0,1,1346.563732
0.0,1,1346.563753
0.0,1,1346.563772
0.0,1,1346.563791
0.0,1,1346.830508
0.0,1,1346.830565
0.0,1,1346.830589
0.0,1,1346.830611
0.0,1,1346.83064
0.0,1,1346.830661
0.0,1,1346.830681
0.0,1,1346.8307
0.0,1,1347.116253
0.0,1,1347.116299
0.0,1,1347.116323
0.0,1,1347.116344
0.0,1,1347.116364
0.0,1,1347.116384
0.0,1,1347.116403
0.0,1,1347.116422
0.0,1,1347.359144
0.0,1,1347.35919
0.0,1,1347.359212
0.0,1,1347.359233
0.0,1,1347.359254
0.0,1,1347.359275
0.0,1,1347.359293
0.0,1,1347.359312
0.0,1,1347.62473
0.0,1,1347.624776
0.0,1,1347.624799
0.0,1,1347.624821
0.0,1,1347.624841
0.0,1,1347.624861
0.0,1,1347.624881
0.0,1,1347.6249
0.0,1,1347.886345
0.0,1,1347.886394
0.0,1,1347.886418
0.0,1,1347.886438
0.0,1,1347.886459
0.0,1,1347.88648
0.0,1,1347.886499
0.0,1,1347.886518
0.0,1,1348.152989
0.0,1,1348.153037
0.0,1,1348.153061
0.0,1,1348.153081
0.0,1,1348.153101
0.0,1,1348.15312
0.0,1,1348.153145
0.0,1,1348.153165
0.0,1,1348.356653
0.0,1,1348.356704
0.0,1,1348.356722
0.0,1,1348.356739
0.0,1,1348.356754
0.0,1,1348.356769
0.0,1,1348.356784
0.0,1,1348.356799
0.0,1,1348.620931
0.0,1,1348.62098
0.0,1,1348.621005
0.0,1,1348.621027
0.0,1,1348.621046
0.0,1,1348.621066
0.0,1,1348.621086
0.0,1,1348.621106
0.0,1,1348.87745
0.0,1,1348.877509
0.0,1,1348.877529
0.0,1,1348.877547
0.0,1,1348.877563
0.0,1,1348.877579
0.0,1,1348.877595
0.0,1,1348.877611
0.0,1,1349.521196
0.0,1,1349.521251
0.0,1,1349.521271
0.0,1,1349.521287
0.0,1,1349.52131
0.0,1,1349.521326
0.0,1,1349.521341
0.0,1,1349.521357
0.0,1,1349.777633
0.0,1,1349.777678
0.0,1,1349.777696
0.0,1,1349.777713
0.0,1,1349.777728
0.0,1,1349.777743
0.0,1,1349.777758
0.0,1,1349.777773
0.0,1,1350.036001
0.0,1,1350.036048
0.0,1,1350.036073
0.0,1,1350.036093
0.0,1,1350.036114
0.0,1,1350.036134
0.0,1,1350.036153
0.0,1,1350.036173
0.0,1,1350.438787
0.0,1,1350.438829
0.0,1,1350.438848
0.0,1,1350.438864
0.0,1,1350.438879
0.0,1,1350.438894
0.0,1,1350.438909
0.0,1,1350.438924
0.0,1,1351.084459
0.0,1,1351.084517
0.0,1,1351.084537
0.0,1,1351.084554
0.0,1,1351.08457
0.0,1,1351.084586
0.0,1,1351.0846
0.0,1,1351.084616
0.0,1,1351.355645
0.0,1,1351.355696
0.0,1,1351.355719
0.0,1,1351.355741
0.0,1,1351.355762
0.0,1,1351.355781
0.0,1,1351.355801
0.0,1,1351.355819
0.0,1,1351.619785
0.0,1,1351.619848
0.0,1,1351.619868
0.0,1,1351.619886
0.0,1,1351.619903
0.0,1,1351.619919
0.0,1,1351.619936
0.0,1,1351.619952
0.0,1,1351.860197
0.0,1,1351.860248
0.0,1,1351.860271
0.0,1,1351.860294
0.0,1,1351.860315
0.0,1,1351.860336
0.0,1,1351.860355
0.0,1,1351.860374
0.0,1,1352.107051
0.0,1,1352.107099
0.0,1,1352.107118
0.0,1,1352.107136
0.0,1,1352.107152
0.0,1,1352.107168
0.0,1,1352.107184
0.0,1,1352.107199
0.0,1,1352.804049
0.0,1,1352.804113
0.0,1,1352.804137
0.0,1,1352.804158
0.0,1,1352.804181
0.0,1,1352.804201
0.0,1,1352.80422
0.0,1,1352.804241
0.0,1,1353.052913
0.0,1,1353.052957
0.0,1,1353.05298
0.0,1,1353.053002
0.0,1,1353.053023
0.0,1,1353.053043
0.0,1,1353.053062
0.0,1,1353.053082
0.0,1,1353.341129
0.0,1,1353.341177
0.0,1,1353.341201
0.0,1,1353.341228
0.0,1,1353.341249
0.0,1,1353.341268
0.0,1,1353.341286
0.0,1,1353.341307
0.0,1,1354.085376
0.0,1,1354.085458
0.0,1,1354.085483
0.0,1,1354.085505
0.0,1,1354.085526
0.0,1,1354.085547
0.0,1,1354.085569
0.0,1,1354.085588
0.0,1,1354.373761
0.0,1,1354.37382
0.0,1,1354.373843
0.0,1,1354.373863
0.0,1,1354.373883
0.0,1,1354.373905
0.0,1,1354.373925
0.0,1,1354.373945
0.0,1,1354.774781
0.0,1,1354.774829
0.0,1,1354.774849
0.0,1,1354.774866
0.0,1,1354.774882
0.0,1,1354.774897
0.0,1,1354.774912
0.0,1,1354.774927
0.0,1,1355.016206
0.0,1,1355.016258
0.0,1,1355.016282
0.0,1,1355.016304
0.0,1,1355.016324
0.0,1,1355.016344
0.0,1,1355.016365
0.0,1,1355.016385
0.0,1,1355.297345
0.0,1,1355.297392
0.0,1,1355.297416
0.0,1,1355.297437
0.0,1,1355.297458
0.0,1,1355.297477
0.0,1,1355.297497
0.0,1,1355.297515
0.0,1,1355.952559
0.0,1,1355.952615
0.0,1,1355.952634
0.0,1,1355.952651
0.0,1,1355.952667
0.0,1,1355.952682
0.0,1,1355.952697
0.0,1,1355.952712
0.0,1,1356.215631
0.0,1,1356.215687
0.0,1,1356.215711
0.0,1,1356.215734
0.0,1,1356.215755
0.0,1,1356.215775
0.0,1,1356.215795
0.0,1,1356.215814
0.0,1,1356.480926
0.0,1,1356.480972
0.0,1,1356.480991
0.0,1,1356.481007
0.0,1,1356.481023
0.0,1,1356.481038
0.0,1,1356.481053
0.0,1,1356.481067
0.0,1,1356.683435
0.0,1,1356.683483
0.0,1,1356.683501
0.0,1,1356.683518
0.0,1,1356.683534
0.0,1,1356.68355
0.0,1,1356.683566
0.0,1,1356.683582
0.0,1,1356.944899
0.0,1,1356.944946
0.0,1,1356.944968
0.0,1,1356.94499
0.0,1,1356.945012
0.0,1,1356.945031
0.0,1,1356.945052
0.0,1,1356.945071
0.0,1,1357.225215
0.0,1,1357.225266
0.0,1,1357.225289
0.0,1,1357.225311
0.0,1,1357.225332
0.0,1,1357.225351
0.0,1,1357.225374
0.0,1,1357.225394
0.0,1,1357.476018
0.0,1,1357.476069
0.0,1,1357.476094
0.0,1,1357.476113
0.0,1,1357.476133
0.0,1,1357.476155
0.0,1,1357.476175
0.0,1,1357.476195
0.0,1,1357.734518
0.0,1,1357.73457
0.0,1,1357.734593
0.0,1,1357.734615
0.0,1,1357.734644
0.0,1,1357.734664
0.0,1,1357.734685
0.0,1,1357.734705
0.0,1,1358.02553
0.0,1,1358.025578
0.0,1,1358.025599
0.0,1,1358.025615
0.0,1,1358.025631
0.0,1,1358.025647
0.0,1,1358.025662
0.0,1,1358.025677
0.0,1,1358.308758
0.0,1,1358.308815
0.0,1,1358.308839
0.0,1,1358.308861
0.0,1,1358.308882
0.0,1,1358.308902
0.0,1,1358.308921
0.0,1,1358.308942
0.0,1,1358.565883
0.0,1,1358.565927
0.0,1,1358.565946
0.0,1,1358.565963
0.0,1,1358.565984
0.0,1,1358.565999
0.0,1,1358.566014
0.0,1,1358.566029
0.0,1,1359.280434
0.0,1,1359.280501
0.0,1,1359.280526
0.0,1,1359.280548
0.0,1,1359.280567
0.0,1,1359.280587
0.0,1,1359.280607
0.0,1,1359.280625
0.0,1,1359.684781
0.0,1,1359.684826
0.0,1,1359.684846
0.0,1,1359.684862
0.0,1,1359.684878
0.0,1,1359.684894
0.0,1,1359.684909
0.0,1,1359.684928
0.0,1,1359.888892
0.0,1,1359.888948
0.0,1,1359.888973
0.0,1,1359.888994
0.0,1,1359.889016
0.0,1,1359.889035
0.0,1,1359.889055
0.0,1,1359.889075
0.0,1,1360.103907
0.0,1,1360.103953
0.0,1,1360.103971
0.0,1,1360.103989
0.0,1,1360.104004
0.0,1,1360.10402
0.0,1,1360.104035
0.0,1,1360.10405
0.0,1,1360.381648
0.0,1,1360.381714
0.0,1,1360.381737
0.0,1,1360.381759
0.0,1,1360.38178
0.0,1,1360.381801
0.0,1,1360.38182
0.0,1,1360.38184
0.0,1,1360.520555
0.0,1,1360.5206
0.0,1,1360.520619
0.0,1,1360.520636
0.0,1,1360.520652
0.0,1,1360.520667
0.0,1,1360.520682
0.0,1,1360.520697
0.0,1,1360.726494
0.0,1,1360.726537
0.0,1,1360.726555
0.0,1,1360.726571
0.0,1,1360.726587
0.0,1,1360.726602
0.0,1,1360.726625
0.0,1,1360.72664
0.0,1,1360.985665
0.0,1,1360.985713
0.0,1,1360.985737
0.0,1,1360.985759
0.0,1,1360.985781
0.0,1,1360.985803
0.0,1,1360.985821
0.0,1,1360.98584
0.0,1,1361.24714
0.0,1,1361.247186
0.0,1,1361.24721
0.0,1,1361.24723
0.0,1,1361.247252
0.0,1,1361.247272
0.0,1,1361.247291
0.0,1,1361.24731
0.0,1,1362.016142
0.0,1,1362.016195
0.0,1,1362.016214
0.0,1,1362.01623
0.0,1,1362.016247
0.0,1,1362.016263
0.0,1,1362.016278
0.0,1,1362.016293
0.0,1,1362.644016
0.0,1,1362.644071
0.0,1,1362.64409
0.0,1,1362.644107
0.0,1,1362.644123
0.0,1,1362.644138
0.0,1,1362.644154
0.0,1,1362.644168
0.0,1,1362.936749
0.0,1,1362.9368
0.0,1,1362.936824
0.0,1,1362.936846
0.0,1,1362.936867
0.0,1,1362.936887
0.0,1,1362.936907
0.0,1,1362.936926
0.0,1,1363.203143
0.0,1,1363.203194
0.0,1,1363.203213
0.0,1,1363.203229
0.0,1,1363.203245
0.0,1,1363.20326
0.0,1,1363.203276
0.0,1,1363.203291
0.0,1,1364.025954
0.0,1,1364.02604
0.0,1,1364.026065
0.0,1,1364.026086
0.0,1,1364.026108
0.0,1,1364.026129
0.0,1,1364.026148
0.0,1,1364.026167
0.0,1,1364.230763
0.0,1,1364.230829
0.0,1,1364.230853
0.0,1,1364.230874
0.0,1,1364.230895
0.0,1,1364.230915
0.0,1,1364.230934
0.0,1,1364.230952
0.0,1,1364.534552
0.0,1,1364.534613
0.0,1,1364.534643
0.0,1,1364.534664
0.0,1,1364.534686
0.0,1,1364.534706
0.0,1,1364.534726
0.0,1,1364.534745
0.0,1,1364.937711
0.0,1,1364.937763
0.0,1,1364.937788
0.0,1,1364.937809
0.0,1,1364.93783
0.0,1,1364.937852
0.0,1,1364.937872
0.0,1,1364.937892
0.0,1,1365.277595
0.0,1,1365.277643
0.0,1,1365.277667
0.0,1,1365.277688
0.0,1,1365.277709
0.0,1,1365.277729
0.0,1,1365.27775
0.0,1,1365.27777
0.0,1,1365.546224
0.0,1,1365.54627
0.0,1,1365.546294
0.0,1,1365.546313
0.0,1,1365.546334
0.0,1,1365.546355
0.0,1,1365.546375
0.0,1,1365.546395
0.0,1,1365.880562
0.0,1,1365.880606
0.0,1,1365.880628
0.0,1,1365.88065
0.0,1,1365.880671
0.0,1,1365.880692
0.0,1,1365.880713
0.0,1,1365.880734
0.0,1,1366.151861
0.0,1,1366.151906
0.0,1,1366.151928
0.0,1,1366.151949
0.0,1,1366.15197
0.0,1,1366.151993
0.0,1,1366.152013
0.0,1,1366.152034
0.0,1,1366.416462
0.0,1,1366.416507
0.0,1,1366.41653
0.0,1,1366.416552
0.0,1,1366.416574
0.0,1,1366.416595
0.0,1,1366.416614
0.0,1,1366.416633
0.0,1,1367.12979
0.0,1,1367.129856
0.0,1,1367.129879
0.0,1,1367.1299
0.0,1,1367.129921
0.0,1,1367.129941
0.0,1,1367.129962
0.0,1,1367.129982
0.0,1,1367.413556
0.0,1,1367.413611
0.0,1,1367.413635
0.0,1,1367.413656
0.0,1,1367.413678
0.0,1,1367.413697
0.0,1,1367.413716
0.0,1,1367.413736
0.0,1,1367.700758
0.0,1,1367.70081
0.0,1,1367.700834
0.0,1,1367.700855
0.0,1,1367.700875
0.0,1,1367.700899
0.0,1,1367.700923
0.0,1,1367.700943
0.0,1,1367.966452
0.0,1,1367.966501
0.0,1,1367.966523
0.0,1,1367.966544
0.0,1,1367.966566
0.0,1,1367.966586
0.0,1,1367.966605
0.0,1,1367.966631
0.0,1,1368.241964
0.0,1,1368.24201
0.0,1,1368.242033
0.0,1,1368.242056
0.0,1,1368.242076
0.0,1,1368.242102
0.0,1,1368.242122
0.0,1,1368.242141
0.0,1,1368.527086
0.0,1,1368.527138
0.0,1,1368.527157
0.0,1,1368.527174
0.0,1,1368.52719
0.0,1,1368.527206
0.0,1,1368.527221
0.0,1,1368.527236
0.0,1,1368.815136
0.0,1,1368.815185
0.0,1,1368.815208
0.0,1,1368.81523
0.0,1,1368.815252
0.0,1,1368.815272
0.0,1,1368.815291
0.0,1,1368.81531
0.0,1,1369.27805
0.0,1,1369.278102
0.0,1,1369.278124
0.0,1,1369.27814
0.0,1,1369.278157
0.0,1,1369.278172
0.0,1,1369.278188
0.0,1,1369.278202
0.0,1,1369.556825
0.0,1,1369.556873
0.0,1,1369.556896
0.0,1,1369.556917
0.0,1,1369.556937
0.0,1,1369.556957
0.0,1,1369.556976
0.0,1,1369.556995
0.0,1,1369.812969
0.0,1,1369.813016
0.0,1,1369.81304
0.0,1,1369.813062
0.0,1,1369.813084
0.0,1,1369.813103
0.0,1,1369.813122
0.0,1,1369.813142
0.0,1,1370.499736
0.0,1,1370.499803
0.0,1,1370.499827
0.0,1,1370.499853
0.0,1,1370.499873
0.0,1,1370.499893
0.0,1,1370.499912
0.0,1,1370.499931
0.0,1,1370.78149
0.0,1,1370.781544
0.0,1,1370.781568
0.0,1,1370.78159
0.0,1,1370.781612
0.0,1,1370.781632
0.0,1,1370.781653
0.0,1,1370.781673
0.0,1,1371.528685
0.0,1,1371.528746
0.0,1,1371.528765
0.0,1,1371.528781
0.0,1,1371.528797
0.0,1,1371.528811
0.0,1,1371.528827
0.0,1,1371.528842
0.0,1,1371.771722
0.0,1,1371.771775
0.0,1,1371.771801
0.0,1,1371.771822
0.0,1,1371.771842
0.0,1,1371.771861
0.0,1,1371.77188
0.0,1,1371.771899
0.0,1,1372.047874
0.0,1,1372.047923
0.0,1,1372.047946
0.0,1,1372.047968
0.0,1,1372.047989
0.0,1,1372.048009
0.0,1,1372.048029
0.0,1,1372.048049
0.0,1,1372.310703
0.0,1,1372.310755
0.0,1,1372.310779
0.0,1,1372.310801
0.0,1,1372.310822
0.0,1,1372.310841
0.0,1,1372.31086
0.0,1,1372.310879
0.0,1,1372.59498
0.0,1,1372.595028
0.0,1,1372.595052
0.0,1,1372.595074
0.0,1,1372.595094
0.0,1,1372.595114
0.0,1,1372.595133
0.0,1,1372.595153
0.0,1,1372.855726
0.0,1,1372.855774
0.0,1,1372.855792
0.0,1,1372.855809
0.0,1,1372.855824
0.0,1,1372.85584
0.0,1,1372.855856
0.0,1,1372.855871
0.0,1,1373.085304
0.0,1,1373.08535
0.0,1,1373.085374
0.0,1,1373.085397
0.0,1,1373.085417
0.0,1,1373.085445
0.0,1,1373.085464
0.0,1,1373.085483
0.0,1,1373.34562
0.0,1,1373.345681
0.0,1,1373.345704
0.0,1,1373.345723
0.0,1,1373.345744
0.0,1,1373.345764
0.0,1,1373.345783
0.0,1,1373.345802
0.0,1,1374.061517
0.0,1,1374.061585
0.0,1,1374.061608
0.0,1,1374.06163
0.0,1,1374.061652
0.0,1,1374.061671
0.0,1,1374.061691
0.0,1,1374.061712
0.0,1,1374.330657
0.0,1,1374.330719
0.0,1,1374.330743
0.0,1,1374.330764
0.0,1,1374.330786
0.0,1,1374.330806
0.0,1,1374.330826
0.0,1,1374.330845
0.0,1,1374.610669
0.0,1,1374.610718
0.0,1,1374.610739
0.0,1,1374.610757
0.0,1,1374.610773
0.0,1,1374.610788
0.0,1,1374.610803
